
Initialize MPU6050

 * Sleep Mode:            Disabled
 * Clock Source:          PLL with X axis gyroscope reference
 * Accelerometer:         +/- 2 g
 * Accelerometer offsets: -3440 / -1783 / 1206

x,y,z
-1.37,9.74,-1.88,
-1.18,9.54,-2.12,
-1.26,9.32,-2.57,
-1.63,9.27,-1.97,
-1.57,9.80,-1.92,
-1.21,9.38,-2.04,
-1.28,9.66,-1.92,
-1.14,9.67,-1.98,
-1.27,9.03,-2.82,
-1.75,9.60,-1.92,
-1.46,9.54,-1.91,
-1.10,9.37,-2.42,
-1.17,9.40,-2.21,
-1.04,9.63,-2.12,
-1.52,9.11,-2.32,
-1.47,9.76,-1.95,
-1.14,9.52,-1.89,
-1.09,9.47,-2.57,
-1.40,9.07,-2.46,
-1.70,9.37,-2.27,
-1.79,9.74,-1.42,
-0.87,9.88,-1.72,
-0.86,9.10,-2.76,
-1.51,9.33,-2.48,
-1.90,9.29,-2.09,
-1.65,9.68,-1.87,
-1.02,9.85,-1.80,
-0.71,9.64,-2.29,
-1.12,8.91,-2.71,
-1.70,9.22,-2.42,
-1.52,9.81,-1.51,
-1.04,9.90,-1.93,
-1.41,9.40,-2.25,
-1.38,9.45,-2.11,
-1.23,9.49,-2.29,
-1.49,9.20,-2.48,
-1.88,9.63,-1.78,
-1.00,9.90,-1.90,
-0.79,9.14,-2.60,
-1.35,9.43,-2.58,
-1.60,9.32,-2.16,
-1.35,9.55,-2.13,
-1.08,9.64,-2.06,
-1.54,9.58,-2.09,
-1.50,9.51,-2.11,
-1.19,9.28,-2.58,
-1.40,9.40,-2.24,
-1.52,9.50,-1.99,
-1.52,9.62,-2.12,
-1.67,9.53,-1.93,
-1.36,9.71,-2.01,
-0.97,9.42,-2.42,
-1.03,9.31,-2.51,
-1.51,9.55,-2.17,
-1.75,9.36,-2.09,
-1.43,9.64,-2.10,
-1.19,9.43,-2.21,
-1.10,9.43,-2.44,
-1.23,9.40,-2.26,
-1.40,9.59,-2.23,
-1.62,9.25,-2.36,
-1.75,9.22,-2.12,
-1.24,9.77,-2.30,
-1.18,9.48,-2.33,
-1.23,9.44,-2.18,
-1.15,9.74,-2.18,
-1.35,9.30,-2.44,
-1.69,9.13,-2.35,
-1.59,9.84,-2.01,
-0.85,9.50,-2.27,
-0.96,9.49,-2.41,
-1.87,9.49,-1.94,
-1.61,9.58,-2.14,
-1.23,9.43,-2.29,
-1.28,9.07,-2.58,
-1.74,9.39,-2.20,
-1.42,9.57,-1.91,
-1.18,9.63,-2.16,
-1.21,9.15,-2.47,
-1.29,9.25,-2.36,
-1.09,9.51,-2.28,
-1.63,9.47,-2.17,
-1.89,9.45,-1.96,
-1.34,9.66,-2.16,
-1.06,9.42,-2.39,
-1.21,9.70,-2.06,
-1.62,9.56,-2.25,
-1.98,9.22,-2.24,
-1.54,9.51,-2.16,
-0.64,9.56,-2.43,
-1.30,9.28,-2.41,
-1.97,9.54,-2.17,
-1.57,9.54,-1.97,
-1.01,9.65,-2.44,
-1.30,9.47,-2.31,
-1.34,9.56,-2.15,
-1.39,9.47,-2.28,
-1.04,9.49,-2.46,
-1.33,9.29,-2.47,
-1.69,9.45,-1.88,
-1.53,9.72,-1.81,
-1.23,9.45,-2.41,
-1.34,9.23,-2.57,
-1.62,9.22,-2.30,
-1.56,9.53,-2.15,
-1.33,9.60,-2.05,
-1.44,9.62,-2.22,
-1.71,9.44,-2.00,
-1.13,9.57,-2.28,
-0.89,9.43,-2.45,
-1.35,9.16,-2.62,
-1.73,9.43,-2.01,
-1.45,9.84,-1.72,
-1.34,9.51,-2.13,
-1.39,9.13,-2.54,
-1.20,9.51,-2.38,
-1.25,9.35,-2.31,
-1.45,9.49,-2.16,
-1.56,9.48,-2.20,
-1.67,9.57,-1.94,
-1.28,9.69,-2.08,
-1.06,9.18,-2.66,
-1.32,9.08,-2.51,
-1.54,9.68,-2.10,
-1.84,9.66,-1.76,
-1.61,9.58,-2.13,
-1.24,9.35,-2.51,
-1.24,9.54,-2.20,
-1.39,9.52,-2.15,
-1.55,9.41,-2.55,
-1.77,9.27,-2.16,
-1.54,9.67,-2.03,
-1.24,9.62,-1.99,
-0.95,9.27,-2.67,
-1.15,9.22,-2.72,
-1.59,9.49,-2.06,
-1.49,9.78,-2.12,
-1.28,9.41,-2.23,
-1.72,9.47,-2.07,
-1.57,9.58,-2.11,
-1.03,9.57,-2.41,
-1.14,9.31,-2.37,
-1.84,9.61,-2.07,
-1.99,9.54,-1.79,
-1.38,9.40,-2.30,
-0.95,9.18,-2.68,
-0.97,9.53,-2.56,
-1.38,9.35,-2.15,
-1.64,9.52,-2.16,
-1.80,9.37,-2.07,
-1.49,9.58,-2.21,
-1.07,9.54,-2.26,
-0.91,9.63,-2.41,
-1.40,9.50,-2.15,
-1.89,9.48,-2.06,
-1.87,9.64,-1.93,
-1.26,9.39,-2.16,
-1.18,9.36,-2.51,
-1.48,9.06,-2.54,
-1.70,9.49,-2.20,
-1.53,9.72,-1.72,
-1.08,9.65,-2.26,
-1.48,9.15,-2.47,
-1.45,9.18,-2.40,
-1.04,9.77,-2.02,
-1.10,9.31,-2.38,
-1.72,9.11,-2.45,
-1.81,9.47,-2.02,
-1.33,9.68,-2.13,
-1.38,9.74,-1.76,
-1.51,9.65,-2.20,
-1.44,9.08,-2.61,
-1.78,9.68,-1.97,
-1.72,9.65,-1.87,
-1.42,9.27,-2.59,
-1.08,9.07,-2.56,
-0.89,9.61,-2.34,
-1.02,9.26,-2.47,
-1.41,9.37,-2.24,
-1.84,9.72,-1.76,
-1.73,9.77,-1.80,
-1.17,9.42,-2.68,
-1.19,9.18,-3.01,
-1.84,9.19,-2.35,
-1.90,10.24,-1.22,
-1.41,9.70,-1.86,
-1.13,9.50,-2.34,
-1.19,9.15,-2.81,
-1.57,9.03,-2.66,
-1.53,9.63,-1.79,
-1.14,9.81,-1.80,
-1.42,9.14,-2.45,
-1.59,9.07,-2.75,
-1.52,9.16,-2.38,
-1.41,9.82,-1.88,
-1.61,9.75,-1.70,
-1.38,9.36,-2.57,
-1.30,9.08,-2.62,
-1.34,9.43,-2.35,
-1.72,9.71,-1.85,
-1.81,9.61,-1.88,
-1.12,9.63,-2.08,
-0.92,9.22,-2.70,
-1.41,9.27,-2.37,
-1.55,9.26,-2.29,
-1.60,9.64,-1.96,
-1.94,9.44,-1.84,
-1.40,9.52,-2.25,
-0.85,9.21,-2.55,
-1.31,9.21,-2.71,
-2.06,9.46,-1.84,
-1.64,10.00,-1.73,
-1.38,9.55,-1.98,
-1.37,9.60,-2.28,
-1.23,9.09,-2.72,
-1.44,9.08,-2.54,
-1.79,9.51,-1.96,
-1.56,9.57,-2.08,
-1.24,9.53,-2.07,
-1.26,9.67,-2.20,
-1.28,9.24,-2.53,
-1.43,9.25,-2.62,
-1.72,9.43,-2.00,
-1.47,9.68,-1.95,
-1.56,9.79,-2.00,
-1.48,9.37,-2.35,
-1.28,9.26,-2.56,
-1.62,9.50,-2.15,
-1.84,9.79,-1.79,
-1.43,9.38,-2.27,
-1.06,9.48,-2.28,
-1.47,9.32,-2.08,
-1.70,9.64,-2.10,
-1.51,9.19,-2.44,
-1.23,9.32,-2.48,
-1.60,9.50,-2.05,
-1.77,9.80,-1.66,
-1.33,9.39,-2.25,
-1.21,9.17,-2.75,
-1.50,9.24,-2.56,
-1.42,9.56,-1.87,
-1.51,9.58,-1.99,
-1.46,9.34,-2.36,
-1.22,9.23,-2.62,
-1.58,9.43,-2.29,
-1.81,9.67,-2.01,
-1.30,9.57,-2.12,
-1.03,9.24,-2.72,
-1.73,9.43,-2.30,
-2.10,9.41,-1.90,
-1.15,9.83,-2.16,
-0.95,9.33,-2.54,
-1.62,9.41,-2.26,
-1.45,9.52,-2.19,
-1.35,9.38,-2.46,
-1.71,9.22,-2.26,
-1.91,9.50,-1.81,
-1.36,9.74,-2.03,
-1.11,9.24,-2.46,
-1.37,9.33,-2.46,
-1.52,9.26,-2.40,
-1.61,9.51,-2.09,
-1.59,9.56,-1.90,
-1.25,9.67,-2.11,
-1.11,9.29,-2.60,
-1.52,9.30,-2.51,
-1.80,9.53,-2.07,
-1.57,9.52,-1.85,
-1.24,9.63,-2.13,
-1.41,9.58,-2.18,
-1.60,8.82,-2.77,
-1.74,9.33,-2.50,
-1.53,9.78,-1.72,
-1.24,9.69,-1.92,
-0.81,9.51,-2.47,
-1.39,8.91,-2.85,
-1.53,9.43,-2.34,
-1.45,9.61,-2.14,
-1.64,9.46,-2.30,
-1.59,9.66,-1.82,
-1.23,9.94,-1.89,
-1.12,9.29,-2.48,
-1.73,9.28,-2.52,
-1.87,9.37,-2.34,
-1.49,9.34,-2.26,
-1.50,9.81,-1.68,
-1.52,9.48,-2.03,
-1.28,9.01,-2.84,
-1.20,9.04,-2.96,
-1.23,9.80,-2.04,
-1.55,9.77,-1.91,
-1.73,9.68,-1.85,
-1.19,9.49,-2.47,
-1.01,9.41,-2.46,
-1.38,9.38,-2.49,
-1.84,9.48,-2.01,
-1.73,9.65,-1.87,
-1.37,9.48,-2.21,
-1.50,9.28,-2.50,
-1.68,9.15,-2.29,
-1.51,9.40,-2.30,
-1.37,9.27,-2.44,
-1.24,9.46,-2.37,
-1.35,9.37,-2.32,
-1.35,9.37,-2.27,
-1.32,9.54,-2.45,
-1.56,9.45,-2.00,
-1.42,9.72,-2.02,
-1.37,9.56,-2.13,
-1.59,9.40,-2.37,
-1.85,9.39,-2.10,
-1.35,9.26,-2.53,
-1.23,9.26,-2.43,
-1.66,9.64,-2.01,
-1.84,9.50,-2.04,
-1.15,9.28,-2.53,
-1.15,9.09,-2.74,
-1.43,9.82,-2.05,
-1.44,9.58,-1.85,
-1.38,9.36,-2.55,
-1.62,9.43,-2.24,
-1.46,9.66,-1.91,
-1.09,9.57,-2.42,
-1.48,9.29,-2.42,
-1.67,9.57,-2.06,
-1.46,9.92,-1.68,
-1.58,9.55,-1.93,
-1.47,9.72,-2.51,
-1.34,9.17,-2.49,
-1.06,10.24,-1.72,
-1.33,9.88,-1.68,
-1.65,9.47,-1.97,
-1.19,9.54,-2.37,
-1.33,9.15,-2.77,
-1.64,9.54,-1.98,
-1.46,10.15,-1.68,
-1.12,9.92,-1.82,
-1.15,10.11,-1.78,
-1.75,10.55,-1.08,
-0.95,10.61,-1.36,
-0.75,10.25,-1.50,
-1.08,9.74,-1.59,
-1.19,9.66,-1.89,
-1.58,9.86,-1.39,
-1.30,10.14,-1.25,
-0.77,9.85,-1.59,
-1.04,9.51,-1.29,
-1.09,10.59,-0.39,
-0.95,10.89,-0.30,
-1.49,9.75,-0.44,
-1.63,9.01,-1.09,
-2.43,8.87,-0.92,
-2.59,9.39,-0.09,
-2.23,8.91,-0.21,
-2.18,9.42,0.29,
-1.73,9.87,0.74,
-0.56,9.18,-0.26,
-1.23,8.65,-0.49,
-2.63,9.32,0.50,
-2.63,9.80,1.90,
-1.70,9.73,0.80,
-2.36,9.10,0.73,
-3.25,10.09,2.72,
-2.72,11.09,3.06,
-0.97,8.90,0.96,
-0.66,8.13,0.07,
-2.52,7.35,0.57,
-3.38,9.79,3.96,
-3.11,9.96,4.40,
-3.29,9.64,3.80,
-3.23,9.32,3.41,
-1.71,7.38,0.89,
-1.79,6.67,0.88,
-3.23,7.54,2.95,
-3.51,9.19,5.58,
-3.45,9.83,6.20,
-1.67,9.66,5.85,
-0.50,7.59,2.35,
-2.46,5.15,1.35,
-3.89,4.56,2.20,
-3.43,5.61,3.61,
-3.19,7.44,5.54,
-3.06,8.69,7.48,
-2.30,6.43,4.62,
-4.47,6.36,5.36,
-6.06,5.91,5.35,
-5.61,5.50,5.15,
-3.70,5.88,5.55,
-0.66,6.09,3.96,
-3.11,3.81,3.49,
-6.69,4.01,5.29,
-8.63,3.84,5.02,
-8.00,3.82,5.50,
-2.66,4.08,3.84,
-1.85,4.50,3.50,
-5.77,3.51,5.60,
-8.66,3.61,5.99,
-10.20,3.37,6.18,
-5.94,4.25,6.01,
-1.75,2.92,3.24,
-4.43,2.12,4.31,
-8.15,2.68,5.93,
-9.92,2.91,6.57,
-8.46,4.04,7.64,
-4.82,2.27,4.28,
-4.26,0.96,3.86,
-5.20,1.41,5.43,
-5.76,3.32,7.40,
-4.77,3.75,7.38,
-3.96,2.45,6.29,
-3.74,1.84,5.74,
-4.95,1.36,6.29,
-5.42,2.37,7.19,
-3.37,1.81,6.41,
-2.01,1.51,5.63,
-2.59,1.11,6.21,
-4.91,1.13,6.77,
-6.59,1.53,8.69,
-4.74,1.72,7.47,
-2.25,0.72,5.81,
-1.88,-1.36,3.92,
-3.53,-0.90,5.44,
-4.44,1.89,10.39,
-1.09,2.32,8.48,
-2.58,1.14,7.41,
-4.86,-1.25,6.26,
-4.98,-1.57,4.91,
-4.30,-0.81,7.45,
-2.45,0.84,8.30,
-3.24,1.24,8.74,
-5.15,-0.01,8.50,
-5.61,-0.47,7.51,
-3.70,-1.15,7.06,
-1.86,0.07,7.62,
-2.41,0.74,9.24,
-3.34,0.58,9.10,
-4.61,0.45,9.13,
-3.79,-0.58,8.41,
-2.41,-0.46,7.19,
-2.59,0.92,9.84,
-2.03,-0.15,7.87,
-2.63,-0.04,8.70,
-2.57,0.21,8.90,
-2.84,-0.05,9.32,
-2.50,-0.70,7.73,
-2.84,-1.11,8.34,
-2.67,-0.90,8.27,
-1.04,-1.67,7.63,
0.59,-1.13,6.37,
-2.09,-1.25,8.06,
-3.91,-1.37,8.08,
-2.91,-1.53,7.26,
-1.89,-2.76,5.45,
-2.49,-2.33,6.51,
-3.56,0.24,9.01,
-3.63,0.73,10.10,
-2.96,1.64,10.64,
-1.55,0.40,9.13,
-1.16,-0.62,7.27,
-2.27,-1.41,6.65,
-4.52,1.33,10.23,
-2.78,1.42,9.86,
-0.67,-0.12,7.59,
-1.30,-0.28,7.80,
-2.78,-1.21,6.36,
-4.25,-0.68,6.95,
-4.39,0.66,8.49,
-3.28,1.60,9.82,
-2.23,1.69,9.51,
-2.41,-0.19,7.45,
-3.49,0.31,7.90,
-3.59,0.05,7.54,
-4.25,0.33,8.25,
-3.87,0.99,9.26,
-3.08,0.83,8.51,
-2.85,0.12,7.62,
-2.43,-0.31,6.56,
-2.95,-0.07,7.13,
-3.91,1.45,8.75,
-3.71,1.64,9.63,
-3.15,1.61,8.99,
-3.35,0.32,7.62,
-3.52,-0.57,6.97,
-3.26,-0.01,7.29,
-2.68,0.06,7.33,
-3.15,1.03,8.21,
-3.81,1.66,9.09,
-3.65,1.36,8.62,
-3.17,0.62,7.46,
-3.07,-0.46,6.76,
-3.11,-0.02,7.06,
-3.31,1.01,8.34,
-3.36,1.51,8.50,
-3.48,0.75,7.83,
-4.84,1.47,9.76,
-2.94,0.19,6.66,
-3.30,1.12,8.82,
-2.32,0.71,7.37,
-3.46,0.64,8.24,
-3.85,0.88,8.20,
-2.84,0.53,7.95,
-2.57,0.99,7.80,
-2.96,0.66,8.16,
-3.01,0.86,8.04,
-2.93,0.74,8.02,
-2.06,1.34,7.82,
-2.30,1.07,7.80,
-3.83,0.40,8.08,
-4.74,0.10,8.12,
-4.68,0.39,8.20,
-2.52,0.40,7.94,
-2.10,0.75,7.48,
-3.84,-0.21,8.13,
-4.03,0.67,7.98,
-3.52,0.19,7.82,
-3.36,0.62,7.79,
-3.81,0.39,7.93,
-3.53,0.54,7.93,
-3.21,0.37,7.87,
-3.90,0.48,7.53,
-4.75,0.41,8.14,
-3.88,0.60,7.62,
-3.53,0.33,7.90,
-3.16,0.40,7.88,
-2.57,0.34,7.87,
-2.52,0.62,7.76,
-3.74,0.33,7.98,
-4.07,0.31,8.13,
-3.43,0.34,7.86,
-2.97,0.23,8.01,
-2.65,0.34,7.76,
-3.10,0.49,8.02,
-4.13,0.44,7.98,
-4.19,0.34,8.39,
-3.03,0.25,7.76,
-2.80,0.39,7.83,
-3.18,0.40,7.90,
-3.62,0.43,8.05,
-3.53,0.39,8.08,
-3.68,0.26,8.10,
-3.40,0.60,7.97,
-3.23,-0.14,7.92,
-3.16,0.26,7.70,
-3.25,0.26,7.88,
-3.78,0.25,8.07,
-3.75,0.47,8.02,
-3.54,-0.05,8.04,
-3.06,0.69,7.84,
-3.76,-0.19,8.13,
-3.62,-0.09,7.97,
-2.72,0.27,7.87,
-2.45,-0.02,8.02,
-2.73,-0.05,7.87,
-3.17,0.00,8.13,
-2.76,0.08,7.99,
-3.08,0.11,7.93,
-3.71,0.09,8.31,
-3.45,0.11,7.96,
-3.00,0.23,7.97,
-2.99,0.13,7.92,
-3.59,0.05,7.98,
-3.89,0.12,8.18,
-3.22,0.06,8.02,
-2.51,0.12,7.86,
-2.56,0.22,7.87,
-3.70,0.07,8.07,
-3.78,0.05,8.34,
-3.00,0.07,7.73,
-2.70,0.12,7.90,
-3.21,0.11,7.88,
-3.68,0.05,8.41,
-3.06,0.17,7.83,
-2.94,0.04,8.10,
-3.01,0.05,8.00,
-3.24,0.10,7.91,
-3.64,0.15,8.30,
-3.19,0.03,8.14,
-2.78,0.12,7.93,
-3.08,0.01,7.92,
-3.68,0.10,8.23,
-3.19,-0.05,8.10,
-2.77,0.16,7.88,
-3.17,0.06,8.11,
-3.37,-0.01,8.09,
-3.06,0.13,7.94,
-3.09,0.02,8.17,
-3.19,0.10,8.00,
-3.15,0.03,8.18,
-2.84,0.12,8.07,
-3.24,0.01,8.11,
-3.18,0.09,8.01,
-2.99,0.05,8.05,
-2.85,0.08,8.04,
-2.98,0.06,8.10,
-3.15,0.03,8.15,
-3.14,0.08,7.98,
-3.24,-0.03,8.19,
-2.87,0.12,7.94,
-2.82,0.11,8.05,
-3.12,0.19,8.07,
-3.39,-0.04,8.23,
-3.01,0.07,8.06,
-2.62,0.07,8.02,
-2.67,0.00,7.97,
-3.17,0.03,8.26,
-3.12,0.15,8.17,
-2.99,0.11,8.19,
-2.95,0.09,7.98,
-3.14,0.02,8.08,
-3.01,0.08,8.17,
-2.82,0.08,8.05,
-2.93,-0.03,8.34,
-2.69,0.02,8.04,
-2.88,-0.01,8.17,
-3.01,0.03,8.01,
-3.31,0.10,8.23,
-3.12,-0.10,8.11,
-2.70,0.08,8.14,
-2.61,-0.01,8.09,
-2.89,0.13,8.13,
-3.26,-0.03,8.19,
-3.33,0.05,8.15,
-2.94,0.07,8.09,
-2.69,-0.02,7.99,
-2.97,0.01,8.15,
-2.97,0.03,8.17,
-2.96,0.11,8.19,
-2.84,0.06,8.10,
-2.87,0.02,8.03,
-3.11,-0.01,8.18,
-3.02,0.06,8.09,
-2.75,0.05,8.11,
-2.74,0.09,8.13,
-3.00,0.13,8.16,
-3.32,-0.01,8.12,
-3.03,0.04,8.11,
-2.50,0.03,7.96,
-2.83,0.02,8.12,
-3.01,0.01,8.22,
-3.17,0.05,8.21,
-3.12,0.12,8.17,
-2.84,-0.03,8.01,
-3.03,0.08,8.25,
-2.87,0.02,8.10,
-2.83,0.13,8.10,
-3.00,-0.01,8.17,
-3.09,-0.05,8.12,
-3.00,0.04,8.12,
-2.85,0.06,7.98,
-2.95,0.07,8.15,
-3.06,0.06,8.14,
-2.98,0.13,8.24,
-2.95,-0.02,8.10,
-2.88,0.07,8.08,
-2.71,-0.04,7.98,
-2.98,-0.01,8.10,
-3.22,0.04,8.19,
-2.94,0.15,8.12,
-2.85,-0.05,8.08,
-3.00,0.04,8.12,
-2.96,-0.10,8.18,
-2.77,0.11,7.99,
-2.94,0.04,8.17,
-3.00,0.13,8.10,
-3.24,0.02,8.10,
-2.80,0.05,8.17,
-2.60,0.00,8.13,
-3.09,0.04,8.12,
-3.17,-0.04,8.10,
-2.77,0.02,7.98,
-2.79,0.10,8.06,
-3.19,0.00,8.24,
-3.11,0.06,8.20,
-2.82,-0.03,7.99,
-3.01,0.04,8.06,
-2.89,0.03,7.99,
-2.93,0.06,8.06,
-3.03,0.01,8.08,
-3.21,0.06,8.24,
-3.26,0.06,8.06,
-3.15,0.04,7.98,
-2.77,-0.03,8.14,
-2.67,0.07,8.07,
-3.14,-0.01,8.09,
-3.38,0.14,8.29,
-3.01,0.08,8.11,
-2.76,0.00,8.03,
-3.08,0.06,8.01,
-3.14,0.04,8.17,
-3.09,0.02,8.07,
-3.09,0.08,8.11,
-3.04,-0.04,8.21,
-2.92,0.04,8.05,
-2.97,0.04,8.05,
-3.07,0.05,8.14,
-3.08,0.03,8.15,
-2.96,0.00,8.09,
-3.00,0.07,8.14,
-3.07,0.01,8.04,
-2.99,0.07,7.99,
-2.96,0.09,8.19,
-2.90,0.01,8.16,
-2.91,0.11,8.06,
-3.14,0.06,8.04,
-3.18,-0.03,8.09,
-3.01,-0.02,8.09,
-2.87,-0.01,8.12,
-2.92,0.13,8.05,
-3.27,0.04,8.25,
-3.08,0.04,8.17,
-2.90,-0.01,8.07,
-3.02,-0.02,8.08,
-2.93,0.03,8.06,
-2.89,0.07,8.04,
-3.17,0.02,8.18,
-3.29,0.08,8.27,
-2.88,0.03,8.09,
-2.90,0.01,8.04,
-2.90,0.06,8.08,
-3.08,0.01,8.04,
-3.13,0.17,8.22,
-2.99,-0.05,8.01,
-3.06,0.04,8.23,
-2.91,0.01,8.06,
-2.77,0.04,8.08,
-2.83,-0.09,7.98,
-3.18,0.06,8.21,
-3.12,0.02,8.16,
-3.15,0.13,8.27,
-2.96,0.00,8.01,
-2.91,0.05,8.16,
-2.79,0.01,8.04,
-2.92,0.05,8.19,
-3.03,0.01,8.16,
-3.13,0.03,8.26,
-2.93,-0.01,8.02,
-2.81,0.08,8.09,
-3.02,0.03,8.17,
-3.07,0.07,8.17,
-2.99,-0.04,8.16,
-2.90,0.01,8.08,
-2.85,-0.03,8.07,
-2.88,0.07,8.10,
-3.23,0.01,8.00,
-3.29,0.01,8.18,
-2.84,0.00,8.12,
-2.73,0.06,8.19,
-2.93,-0.08,8.16,
-3.12,0.16,8.10,
-3.11,-0.01,8.08,
-3.07,0.01,8.15,
-2.86,0.05,7.91,
-3.03,0.06,8.24,
-3.07,0.01,8.16,
-2.99,-0.02,8.13,
-2.88,0.02,8.10,
-2.98,-0.02,8.04,
-2.96,0.10,8.07,
-3.06,-0.01,8.16,
-3.05,0.01,8.15,
-2.91,-0.03,8.06,
-2.84,0.07,8.09,
-3.08,-0.08,8.30,
-3.04,0.08,8.08,
-2.94,-0.07,8.05,
-2.95,-0.04,7.96,
-3.16,0.01,8.17,
-2.85,0.06,8.02,
-3.03,0.05,8.21,
-3.25,-0.03,8.23,
-3.05,0.10,8.11,
-2.85,-0.05,8.00,
-3.05,0.10,8.09,
-3.07,-0.10,8.04,
-2.97,0.04,8.09,
-3.09,0.17,8.08,
-2.94,-0.03,8.05,
-2.83,-0.02,8.06,
-2.90,-0.04,8.09,
-3.02,0.04,8.18,
-2.98,0.07,8.17,
-3.13,-0.04,8.12,
-2.88,-0.01,8.13,
-2.81,-0.04,8.10,
-3.03,0.05,8.12,
-3.18,0.05,8.03,
-3.14,-0.01,8.21,
-2.94,0.02,8.18,
-2.77,-0.01,8.04,
-2.97,0.03,8.09,
-3.12,-0.02,8.19,
-3.10,-0.00,8.16,
-2.91,-0.03,7.93,
-3.02,0.02,8.14,
-3.08,-0.00,8.03,
-3.12,0.05,8.16,
-2.94,-0.04,8.15,
-2.68,-0.06,8.11,
-2.87,-0.04,8.09,
-3.08,0.09,8.13,
-3.29,-0.01,8.20,
-2.97,-0.03,8.13,
-2.75,-0.02,8.11,
-3.01,0.00,8.09,
-3.08,-0.10,8.17,
-2.87,-0.02,7.93,
-3.01,-0.06,8.11,
-2.97,0.05,8.09,
-3.07,-0.04,8.14,
-3.13,0.01,8.13,
-2.82,0.01,8.19,
-2.79,-0.02,8.06,
-3.09,-0.00,8.14,
-3.21,-0.08,8.18,
-2.87,-0.03,8.01,
-2.78,0.01,7.98,
-3.06,-0.02,8.21,
-3.14,0.08,8.06,
-3.13,-0.03,8.14,
-3.02,0.06,8.20,
-2.79,-0.02,8.04,
-2.80,0.09,8.20,
-3.17,-0.02,8.19,
-2.96,-0.04,8.08,
-2.86,0.01,8.09,
-3.04,-0.09,8.07,
-3.09,0.04,8.15,
-2.99,0.01,8.03,
-3.07,0.09,8.16,
-2.98,-0.06,8.20,
-2.76,0.01,8.07,
-2.90,-0.04,8.13,
-3.14,0.02,8.20,
-3.14,0.01,8.20,
-2.78,-0.01,8.15,
-3.02,0.05,8.15,
-3.20,-0.07,8.13,
-2.90,0.13,8.19,
-2.83,-0.07,8.16,
-2.99,-0.04,8.19,
-2.98,0.01,8.01,
-3.12,0.00,8.29,
-2.94,0.02,7.99,
-3.02,0.07,8.13,
-3.01,-0.02,8.26,
-2.90,-0.06,8.10,
-2.76,0.03,8.06,
-2.93,-0.03,8.20,
-3.02,-0.02,8.13,
-3.06,-0.01,8.22,
-3.08,-0.02,8.07,
-3.11,-0.06,8.17,
-2.91,-0.04,8.02,
-3.00,0.01,8.16,
-3.07,-0.03,8.09,
-2.96,-0.01,8.02,
-2.91,-0.00,8.07,
-3.00,-0.01,8.06,
-3.06,0.01,8.05,
-2.90,-0.02,8.11,
-2.91,-0.02,8.17,
-2.92,-0.02,8.19,
-2.96,-0.11,8.24,
-2.96,0.01,8.06,
-3.05,-0.03,8.13,
-3.07,-0.05,8.06,
-2.99,0.03,8.08,
-2.99,-0.09,8.08,
-2.97,0.05,8.12,
-3.16,0.02,8.13,
-3.05,0.00,8.19,
-2.97,0.02,8.06,
-2.96,0.04,7.98,
-3.12,-0.03,8.07,
-3.02,-0.02,8.19,
-2.96,0.04,7.99,
-3.04,-0.04,8.08,
-3.09,-0.01,8.16,
-2.89,0.01,8.09,
-3.03,0.02,8.18,
-3.11,-0.06,8.06,
-3.07,0.01,8.13,
-2.95,0.00,8.05,
-3.13,-0.09,8.15,
-3.10,-0.04,8.09,
-3.12,0.10,8.06,
-3.12,0.05,7.98,
-3.06,-0.04,8.15,
-2.84,0.04,8.12,
-2.96,-0.10,8.05,
-3.07,0.03,8.00,
-2.97,-0.01,8.07,
-3.09,0.01,8.05,
-3.20,0.03,8.03,
-3.25,0.01,8.20,
-3.09,0.01,8.32,
-2.82,0.07,8.02,
-3.12,-0.06,8.07,
-3.10,0.04,8.17,
-3.03,-0.06,8.06,
-3.01,0.03,8.11,
-3.03,-0.05,8.07,
-3.19,0.03,8.18,
-3.17,0.03,8.09,
-3.28,-0.04,7.97,
-2.82,-0.02,8.10,
-2.56,-0.02,7.96,
-3.04,0.04,8.13,
-3.34,0.03,8.14,
-3.20,0.02,8.10,
-2.96,-0.03,8.00,
-2.92,0.04,8.11,
-3.13,-0.02,7.99,
-3.18,0.02,8.11,
-2.97,-0.06,7.94,
-3.06,0.03,8.14,
-3.23,-0.01,8.03,
-3.18,0.03,8.14,
-2.98,-0.13,8.09,
-2.81,-0.02,8.12,
-2.94,0.02,8.17,
-3.17,-0.04,8.04,
-3.27,0.04,8.10,
-3.05,0.00,8.00,
-2.96,0.00,8.07,
-3.04,0.03,8.08,
-3.07,-0.02,8.18,
-3.00,-0.05,8.11,
-2.91,0.01,8.23,
-3.02,-0.01,8.01,
-3.17,-0.05,8.02,
-3.00,-0.07,7.98,
-3.15,0.11,8.02,
-3.05,-0.06,8.12,
-2.99,0.05,8.13,
-3.10,-0.03,8.18,
-3.14,-0.01,8.15,
-2.98,0.01,8.13,
-3.01,0.06,8.03,
-3.16,-0.04,8.17,
-3.17,-0.06,8.19,
-3.00,-0.01,7.91,
-3.20,0.04,8.04,
-3.28,-0.03,8.09,
-3.06,-0.08,7.99,
-2.80,-0.02,7.98,
-3.07,0.02,8.14,
-3.04,-0.06,8.14,
-3.04,0.01,8.17,
-3.10,-0.00,8.11,
-3.16,0.05,8.15,
-3.02,-0.02,8.11,
-2.97,-0.07,8.04,
-3.11,0.04,8.12,
